dem,rep,oth,color,c_district
34.798775211699244,48.930185459523315,16.271039328777434,red,1
59.7004892842069,24.904409810695473,15.395100905097623,blue,2
57.083336868991154,25.54017780116026,17.37648532984859,blue,3
70.77441259865273,16.908971603667382,12.316615797679892,blue,4
60.059327034214085,25.310712544084407,14.629960421701515,blue,5
46.37777726050675,33.791506150999176,19.83071658849408,blue,6
68.98895032657114,17.980390549325755,13.030659124103106,blue,7
53.7131662764454,27.43624628235145,18.85058744120315,blue,8
